epoch,train_loss,train_acc,val_loss,val_acc
1,1.066140856636895,0.47494444444444445,0.8284495397408803,0.6098333333333333
2,0.717117031344661,0.6526851851851851,0.6667825229167939,0.67
3,0.6018348275997021,0.6937962962962962,0.5927757662932078,0.6931666666666667
4,0.5471129498658357,0.7206203703703704,0.5740676330725352,0.7229166666666667
5,0.49502113442067747,0.7807407407407407,0.5040363645553589,0.8061666666666667
6,0.4148467053881398,0.8471759259259259,0.46047435454527536,0.8361666666666666
7,0.3583708020448685,0.8769074074074074,0.41303946713606515,0.8574166666666667
8,0.317111385602642,0.8951666666666667,0.39310152232646944,0.8691666666666666
9,0.28514025164312784,0.9075740740740741,0.3731506077150504,0.88
10,0.25852952393116774,0.9181666666666667,0.36461593328913056,0.8809166666666667
11,0.2356272992822859,0.9262777777777778,0.36113316892584163,0.8869166666666667
12,0.21623234644697772,0.9336388888888889,0.3513903503616651,0.8896666666666667
13,0.20029702980540418,0.9394629629629629,0.353554708669583,0.889
14,0.18607704742528774,0.9437222222222222,0.3529149760901928,0.8913333333333333
15,0.17387016395810578,0.9476666666666667,0.3650083180864652,0.8909166666666667
16,0.16285822116583587,0.9515185185185185,0.3513888383905093,0.8934166666666666
17,0.15338231007672018,0.9552314814814815,0.36057881453633306,0.8960833333333333
18,0.14509601388016233,0.9579444444444445,0.359203085710605,0.8920833333333333
19,0.13712184362803345,0.9610648148148148,0.3739258514295022,0.89275
20,0.1298734748551139,0.9624907407407407,0.38663375546534856,0.89175
21,0.1226480413319336,0.9653611111111111,0.391553928082188,0.8896666666666667
22,0.11664011937214269,0.9673611111111111,0.40366928607722125,0.8921666666666667
23,0.11096640043471147,0.9690185185185185,0.41233556491633255,0.88675
24,0.10557632681713612,0.9706388888888889,0.4258847081835071,0.8854166666666666
25,0.10083732376937513,0.9721296296296297,0.4257893491139015,0.8870833333333333
26,0.09605242354767742,0.9735925925925926,0.42700713184475897,0.8865
27,0.09176389545160864,0.9746018518518519,0.44949171935518584,0.8838333333333334
28,0.08739633486488903,0.9760092592592593,0.44356330576042335,0.885
29,0.08345148833523745,0.9765648148148148,0.4686957014724612,0.8838333333333334
30,0.07931715044710372,0.9779444444444444,0.49590372961262863,0.8785833333333334
31,0.07649169508712711,0.9789814814814815,0.4915306120167176,0.8835833333333334
32,0.07311521003298738,0.9797962962962963,0.5057742145458857,0.8796666666666667
33,0.07066536997044803,0.9805462962962963,0.5332493672966957,0.8775833333333334
34,0.06763997851705386,0.9814259259259259,0.5224438078006108,0.8789166666666667
35,0.06374825641243823,0.9826388888888888,0.5303333829691013,0.8794166666666666
36,0.062401138006675023,0.9828425925925925,0.5377225678612788,0.8758333333333334
37,0.05936491206453906,0.9832592592592593,0.556168492257595,0.8755833333333334
38,0.05705192920924337,0.9843981481481482,0.5618587070330977,0.87475
39,0.05552779986712806,0.9844722222222222,0.5673648505061865,0.8739166666666667
40,0.05286434336772396,0.9853981481481482,0.5818414877851804,0.8723333333333333
41,0.050132553672797425,0.9859722222222222,0.6182239337265492,0.8686666666666667
42,0.04859532067609123,0.9859351851851852,0.6091558086872101,0.87175
43,0.04625135738878614,0.9869537037037037,0.6097814850558837,0.8725
44,0.04398134018741203,0.987175925925926,0.6129852347224951,0.8735833333333334
45,0.04310910426783893,0.9876388888888888,0.6194477761822442,0.8724166666666666
46,0.04105798923410475,0.9882222222222222,0.6425841768011451,0.86875
47,0.03996639026070221,0.9886203703703703,0.6429283908028156,0.87225
48,0.03759074662122185,0.9892222222222222,0.6587629047290733,0.8684166666666666
49,0.03687219142905195,0.9893611111111111,0.657214502354463,0.8689166666666667
50,0.035424646891463824,0.9897685185185185,0.6698955434262752,0.8675
51,0.03454218242874507,0.9899629629629629,0.6835540711246431,0.8698333333333333
52,0.032584486129659196,0.990574074074074,0.6970773974905411,0.86775
53,0.031074720290817183,0.9908333333333333,0.7041088851007322,0.86575
54,0.030443987565322055,0.9910555555555556,0.704936399370432,0.86775
55,0.0289379673949874,0.9916481481481482,0.726017342026035,0.86525
56,0.028074012359690474,0.9919259259259259,0.7419026122490565,0.8641666666666666
57,0.02736005506692109,0.9922037037037037,0.7512165545572838,0.86575
58,0.026034416942055234,0.9923425925925926,0.7562074990694722,0.8655833333333334
59,0.02602120044235899,0.9922685185185185,0.7641123952008784,0.86325
60,0.024326731391992696,0.993037037037037,0.7802040999966363,0.863
61,0.023253078727215458,0.993287037037037,0.7890395963191986,0.8624166666666667
62,0.023599048432372337,0.9929444444444444,0.7840962470074495,0.8624166666666667
63,0.022731000474520476,0.9933981481481482,0.796111418016255,0.8646666666666667
64,0.02190810373300445,0.9935462962962963,0.8166323265520234,0.8595
65,0.020222838126342846,0.9940833333333333,0.832211376631322,0.8615
66,0.02019508705298951,0.9940462962962963,0.8312906627754371,0.8605833333333334
67,0.019026808365476662,0.9945925925925926,0.8380253121654193,0.8631666666666666
68,0.019319241601654706,0.9943148148148148,0.8735151930004358,0.85775
69,0.01779125088430872,0.9947592592592592,0.8640364672392606,0.8575833333333334
70,0.01827859492605138,0.9946296296296296,0.9009321429083744,0.8571666666666666
71,0.0172359552943359,0.9950648148148148,0.8834559334305425,0.8594166666666667
72,0.017562423555973778,0.9950277777777777,0.9095296526156986,0.85825
73,0.016034888776381397,0.9953148148148148,0.8904196359201645,0.8588333333333333
74,0.015654004133901455,0.9956296296296296,0.8987406367265309,0.86
75,0.01595303271629813,0.9954814814814815,0.8929591733490427,0.8585833333333334
76,0.014988019352653753,0.9957777777777778,0.913182414000233,0.8568333333333333
77,0.014950864576398291,0.9957314814814815,0.9141924895072977,0.8573333333333333
78,0.014856281482366656,0.9955833333333334,0.9278920073757569,0.8614166666666667
79,0.013206736812408996,0.9960185185185185,0.9269703575472037,0.8601666666666666
80,0.01444952242168667,0.9959351851851852,0.9154458010693391,0.8601666666666666
