epoch,train_loss,train_acc,val_loss,val_acc
1,0.9514981373416053,0.5737962962962962,0.6339545113245646,0.74475
2,0.5119739051306689,0.8110277777777778,0.462426808377107,0.8338333333333333
3,0.38996381575752187,0.8638333333333333,0.401345831155777,0.8599166666666667
4,0.33098672465593726,0.8878055555555555,0.3735989955464999,0.8735833333333334
5,0.2911204786720099,0.9029722222222222,0.3608370782931646,0.8795833333333334
6,0.2612906721719989,0.9134074074074074,0.3516916581292947,0.8835833333333334
7,0.23772583881296494,0.9227962962962963,0.3442966624101003,0.8866666666666667
8,0.21720880952532645,0.9293796296296296,0.34415925074617065,0.8899166666666667
9,0.19978192458274188,0.93525,0.34484211838245393,0.8885833333333333
10,0.1837402188093574,0.9408796296296297,0.3533448588748773,0.8901666666666667
11,0.16963333122266663,0.9453518518518519,0.35905719272295633,0.8908333333333334
12,0.1574056767233544,0.9499074074074074,0.36594292113681637,0.8906666666666667
13,0.1444877502752675,0.9541574074074074,0.37695698425670465,0.8889166666666667
14,0.13335566547430225,0.9576111111111111,0.39639616071184475,0.8890833333333333
15,0.12353326495847217,0.9606296296296296,0.4025886542300383,0.8864166666666666
16,0.11359140935029696,0.9643425925925926,0.42323339986552794,0.88625
17,0.10514718992732189,0.9674074074074074,0.4335524892459313,0.8880833333333333
18,0.09678850824096137,0.97,0.44395754736661913,0.8835
19,0.09006194323142645,0.9723796296296296,0.4623487187301119,0.8835833333333334
20,0.08299977326606987,0.974212962962963,0.480713062984248,0.8794166666666666
21,0.07624927049789026,0.9769722222222222,0.5039774744187792,0.881
22,0.07036262969810654,0.97875,0.5170571625133356,0.87825
23,0.06593121536814228,0.9803611111111111,0.5353326249023278,0.8784166666666666
24,0.05980180704421191,0.9823055555555555,0.5547502894128362,0.877
25,0.05641939541585399,0.9833703703703703,0.574262731127441,0.8755833333333334
26,0.05086218994538541,0.9851944444444445,0.5907749724338452,0.87475
27,0.04875255680541266,0.9855833333333334,0.6168396023027599,0.8758333333333334
28,0.04293478914195051,0.987537037037037,0.6323030195459723,0.8739166666666667
29,0.039946578665050095,0.988537037037037,0.6684873886853456,0.87
30,0.03746333091225717,0.9892777777777778,0.6654532620608806,0.8739166666666667
31,0.03385605608214434,0.9902407407407408,0.6967107176283995,0.8714166666666666
32,0.03195242965164491,0.9909074074074075,0.7083660349125663,0.8709166666666667
33,0.02892881466510395,0.9918425925925926,0.7498643696407477,0.8695
34,0.0269990544646323,0.9924537037037037,0.756190188780427,0.8701666666666666
35,0.025468241326584203,0.9928148148148148,0.7755784958129128,0.8721666666666666
36,0.023216241750713112,0.9935555555555555,0.7926063996323695,0.8730833333333333
37,0.0216620579347299,0.9937962962962963,0.8104012067597359,0.8726666666666667
38,0.020272618173936347,0.9943148148148148,0.835708049317201,0.8690833333333333
39,0.01858047196496692,0.994712962962963,0.8586696495823563,0.8708333333333333
40,0.016742407616486567,0.9953518518518518,0.8782272064698239,0.8703333333333333
41,0.016378920857436714,0.9953981481481482,0.9096684475330015,0.87025
42,0.014965646004267101,0.9958796296296296,0.9198174931226919,0.8689166666666667
43,0.013749829439859173,0.9961111111111111,0.9354543663784861,0.868
44,0.014156557452408985,0.9959907407407408,0.9535445650735249,0.8674166666666666
45,0.012047999356078368,0.9966666666666667,0.9680568686574698,0.8685833333333334
46,0.012546829168184222,0.9964814814814815,0.9825528898738946,0.8683333333333333
47,0.011458630056510124,0.9966666666666667,0.9985420639229318,0.8699166666666667
48,0.01038526002123857,0.9971851851851852,1.0104630431858046,0.8688333333333333
49,0.010164342708473365,0.9972314814814814,1.043286536202766,0.8651666666666666
50,0.01011592037411093,0.9971574074074074,1.041762173302782,0.8680833333333333
51,0.009175000724901987,0.9975092592592593,1.0415811415885885,0.8675
52,0.008987606042366678,0.9974537037037037,1.0685887755503256,0.866
53,0.008174401784800904,0.9976388888888889,1.0522295059834916,0.8688333333333333
54,0.008144897818817063,0.9976851851851852,1.0703325715276102,0.8681666666666666
55,0.007221623733834416,0.9978703703703704,1.101690971205632,0.867
56,0.00733535470532607,0.9979814814814815,1.1190256267481793,0.8654166666666666
57,0.007675769050227649,0.9978611111111111,1.1046492262681324,0.8695
58,0.006951241033514196,0.9978611111111111,1.111303729712963,0.8695833333333334
59,0.006223518267242239,0.998175925925926,1.1348455991831918,0.86675
60,0.006367845045642079,0.9980740740740741,1.1470668356592457,0.8640833333333333
61,0.005832041397555764,0.9982222222222222,1.1461253267700473,0.86575
62,0.006173161526301488,0.9980925925925926,1.163490807428956,0.8639166666666667
63,0.005029567994102628,0.9985555555555555,1.164674246083945,0.8651666666666666
64,0.00605386858095948,0.9982222222222222,1.1707463557596007,0.86525
65,0.004683535223613203,0.9986666666666667,1.1761626262279847,0.8663333333333333
66,0.0051119381761877605,0.9984259259259259,1.192733370633175,0.8665
67,0.005341203447790273,0.998462962962963,1.1875982668325304,0.8663333333333333
68,0.004532395499838997,0.9985277777777778,1.207270927677552,0.86325
69,0.005207828309742514,0.9985277777777778,1.2175547919174035,0.86575
70,0.005172325550017107,0.9985277777777778,1.242346123435845,0.86525
71,0.005195860859405911,0.9985277777777778,1.2268143759282926,0.8661666666666666
72,0.004495301000127694,0.9986203703703703,1.2183020457327365,0.8655
73,0.004434253358119113,0.998537037037037,1.2469099788566431,0.8628333333333333
74,0.004145753009326654,0.9987592592592592,1.2471399043537676,0.8634166666666667
75,0.004118886927164904,0.9987314814814815,1.23409397822991,0.8631666666666666
76,0.0038767201242013404,0.9987222222222222,1.2411393628319105,0.8633333333333333
77,0.004376021059132485,0.9986851851851852,1.2358086590530972,0.8624166666666667
78,0.003518667779318666,0.9989629629629629,1.2675199177811542,0.8635833333333334
79,0.004310090999711839,0.9986851851851852,1.2547087543507418,0.86275
80,0.003524747741816639,0.9989166666666667,1.2840764232575894,0.86125
