epoch,train_loss,train_acc,val_loss,val_acc
1,0.6759407478968302,0.57,0.6341097428798675,0.633
2,0.5608088726467556,0.70875,0.5282773089408874,0.737
3,0.44283828506204814,0.7928333333333333,0.45632398545742037,0.7895
4,0.3685582272013028,0.8380833333333333,0.40353235030174256,0.826
5,0.31803206345770096,0.8653333333333333,0.36972938442230224,0.83725
6,0.27400315087040267,0.8888611111111111,0.34689050960540774,0.85225
7,0.24192646646499633,0.9038333333333334,0.34660698246955873,0.85925
8,0.23287738579180506,0.9077222222222222,0.3418185932636261,0.8575
9,0.20148926871187156,0.9228055555555555,0.3386270602941513,0.865
10,0.1718507960157262,0.9369444444444445,0.3342372598648071,0.86325
11,0.15161144970854123,0.94575,0.33468287578225137,0.8695
12,0.1415406053091089,0.9504444444444444,0.3312688260674477,0.8635
13,0.11627276772177882,0.96175,0.35291294088959696,0.8725
14,0.11347017086173097,0.96175,0.3830223649740219,0.867
15,0.08951557767370509,0.9711388888888889,0.37476592150330545,0.87275
16,0.10854370009981924,0.9615,0.39472053650021555,0.8705
17,0.0681993968733069,0.9796666666666667,0.4130688749700785,0.86825
18,0.06039430079671244,0.9819444444444444,0.43577040287852287,0.86725
19,0.04781879944975177,0.9868055555555556,0.4753064574450254,0.866
20,0.04285043707655536,0.9880277777777777,0.4870247953236103,0.864
21,0.0333376993837042,0.9911666666666666,0.5248575776517391,0.864
22,0.03064654748731603,0.9915833333333334,0.5554319728314877,0.861
23,0.026646117308539236,0.9925833333333334,0.5649880344271659,0.861
24,0.021221845416740204,0.9943611111111111,0.5864993104338646,0.8645
25,0.01960481558454275,0.9949166666666667,0.6050820912122726,0.86125
26,0.010991003840553782,0.9974444444444445,0.6688536730706691,0.857
27,0.01274295149991263,0.9967777777777778,0.7176480751633644,0.8525
28,0.00869087019946245,0.9978333333333333,0.6791778036355972,0.85925
29,0.006111474259276293,0.9986388888888889,0.7133661419153213,0.8605
30,0.003745411437522206,0.9991944444444445,0.7877515793144703,0.85625
31,0.007070497087547362,0.9980277777777777,0.7940150493979454,0.85475
32,0.005062415900688696,0.9986388888888889,0.830609323978424,0.855
33,0.0017307859534727566,0.9997222222222222,0.8384763378500938,0.85725
34,0.004129784137464917,0.9989444444444444,0.8415215876996517,0.86
35,0.0020015221201020823,0.9995833333333334,0.8961864672899246,0.8595
36,0.003469851869469292,0.999,0.9175818992257119,0.8555
37,0.0009608668509782647,0.9998888888888889,0.9406353641450406,0.85675
38,0.0005145432963753491,0.9998888888888889,0.9726544846594334,0.85375
39,0.0003399031072871771,0.9999444444444444,1.0021071008741855,0.855
40,0.00021599187957629815,0.9999722222222223,1.0488305255919694,0.857
41,0.0025435908667810103,0.9991666666666666,0.9856129174232483,0.85025
42,0.004660340795113169,0.9986111111111111,0.9863988872915507,0.859
43,0.0012529706110877264,0.9997777777777778,0.978438245780766,0.857
44,0.000237375136086636,0.9999444444444444,1.0175509668141602,0.858
45,8.458512897813207e-05,1.0,1.0576983148753643,0.856
46,5.8045706894783205e-05,1.0,1.0685945562720298,0.857
47,3.80118903303052e-05,1.0,1.1229361694976687,0.859
48,0.0059523520244461,0.9981944444444445,1.0193192740082742,0.8585
49,0.00017501089755993842,1.0,1.0430759131610394,0.85975
50,6.123668300049051e-05,1.0,1.0830868889540435,0.8595
51,3.538645239710705e-05,1.0,1.1177631174325944,0.86
52,2.5114411433372022e-05,1.0,1.138665043398738,0.8585
53,1.9972621393827064e-05,1.0,1.170528870433569,0.85925
54,1.2098229709497194e-05,1.0,1.2081190975606442,0.85875
55,7.504230425322729e-06,1.0,1.2466183818429708,0.8585
56,0.0026454934765645184,0.9992222222222222,1.1621739888191223,0.85475
57,0.0014428290633754146,0.9996388888888889,1.2040285322666169,0.85225
58,0.0023547187313870004,0.9993333333333333,1.1696954916715623,0.85625
59,7.608032725075494e-05,1.0,1.1976831834316253,0.85525
60,2.2716259948512945e-05,1.0,1.2128944335877896,0.85575
61,1.479777207531817e-05,1.0,1.2409939926415683,0.85575
62,1.1712753513538448e-05,1.0,1.25041232727468,0.855
63,7.312142054277931e-06,1.0,1.2674532175511122,0.85675
64,0.0005490430873544538,0.9998888888888889,1.1972026874423027,0.85575
65,0.0014477290423433764,0.9995277777777778,1.2116535173654557,0.85575
66,1.6602154275315367e-05,1.0,1.237800051867962,0.85325
67,8.999907497809545e-06,1.0,1.2609258382320403,0.85425
68,5.915327085688205e-06,1.0,1.283070631235838,0.8545
69,4.0477876889437106e-06,1.0,1.3094911792874335,0.8545
70,2.8523858696824315e-06,1.0,1.3370939847528935,0.85325
71,2.032797792871182e-06,1.0,1.3578835378587246,0.85475
72,1.39648394238555e-06,1.0,1.3872470873445273,0.85475
73,0.0005413314059279484,0.9998333333333334,1.3190259294509887,0.851
74,0.0018141774794020384,0.9992222222222222,1.3267856260538102,0.848
75,9.454104261850995e-05,0.9999722222222223,1.2790012559294701,0.8565
76,7.45012130577136e-06,1.0,1.2897285151481628,0.857
77,4.832748266663442e-06,1.0,1.3007584425807,0.85775
78,3.362904442679356e-06,1.0,1.317936848193407,0.858
79,2.351715402175911e-06,1.0,1.3379088930487633,0.85925
80,1.7008179697608483e-06,1.0,1.3577873938977718,0.858
