epoch,train_loss,train_acc,val_loss,val_acc
1,0.6773554782867431,0.5577777777777778,0.6288851931095123,0.646
2,0.5883687626785702,0.6906111111111111,0.5384702060222626,0.7365
3,0.48578185794088574,0.7742222222222223,0.466768789768219,0.78475
4,0.42689530969990624,0.8058333333333333,0.6077397463321685,0.6275
5,0.46147649053732553,0.7947222222222222,0.48724603295326235,0.777
6,0.39319523033830855,0.8366944444444444,0.43082845616340637,0.81575
7,0.3240738900701205,0.8684444444444445,0.376995690703392,0.829
8,0.2841755026181539,0.8869722222222223,0.3574227043390274,0.84225
9,0.24738624870445994,0.9031666666666667,0.34114755064249036,0.8525
10,0.22035044416454103,0.9176944444444445,0.3360468578338623,0.85625
11,0.1918813907470968,0.9294444444444444,0.3424660657644272,0.862
12,0.1683781858417723,0.9397777777777778,0.34490746170282366,0.86475
13,0.14717210516250795,0.94925,0.3593858314156532,0.86075
14,0.13150467036830055,0.9558333333333333,0.40957047778367994,0.86125
15,0.11696569751078884,0.9630833333333333,0.38166325277090074,0.8695
16,0.10139582612448268,0.96975,0.3935168843269348,0.859
17,0.0876716238297522,0.9747777777777777,0.40426657390594484,0.86375
18,0.08242165723649991,0.9780277777777778,0.4192035048007965,0.8505
19,0.06560064436950618,0.9837222222222223,0.4488197343945503,0.8655
20,0.06286122276178664,0.9844444444444445,0.46596281361579894,0.85925
21,0.05518880858851804,0.9873055555555555,0.4625637073069811,0.8705
22,0.05088116792817083,0.9882777777777778,0.48000039970874786,0.86575
23,0.050005904589262275,0.9879166666666667,0.4955448084920645,0.8675
24,0.04093846703548398,0.9915833333333334,0.5291806361079217,0.86675
25,0.04310908619666265,0.9906944444444444,0.5216563536524773,0.866
26,0.03754714825397564,0.9920833333333333,0.5487590737342835,0.8565
27,0.03571482002362609,0.9928055555555556,0.567182894140482,0.8625
28,0.04092934308263163,0.9908055555555556,0.5074721216261386,0.86525
29,0.02966321115858025,0.9946944444444444,0.55389574483037,0.8655
30,0.029803422900330688,0.9942777777777778,0.5399272009730339,0.865
31,0.026198993438647854,0.9954444444444445,0.5628818656802177,0.86275
32,0.027677456762848628,0.9945555555555555,0.5923295533359051,0.86075
33,0.02578712484944198,0.9948333333333333,0.5977151589654386,0.86425
34,0.021656695294918284,0.9964722222222222,0.6184556234180927,0.86325
35,0.021375567050650714,0.9964166666666666,0.6316067333966494,0.86525
36,0.02398273182898346,0.9953888888888889,0.5955912887305022,0.86475
37,0.018957162279221746,0.99675,0.6174585428498686,0.86275
38,0.017077073101161255,0.9973055555555556,0.7553895791769027,0.8265
39,0.017795505305027798,0.9969444444444444,0.6857612346112728,0.85925
40,0.01732272045635101,0.9969444444444444,0.6545836895108222,0.86125
41,0.015801307051339083,0.9974166666666666,0.6653601863719523,0.86275
42,0.014392808440658782,0.9977777777777778,0.7322327857688069,0.85475
43,0.015220857420004905,0.9972777777777778,0.6768385345339775,0.8625
44,0.01507099559918667,0.9973055555555556,0.7257320507187396,0.864
45,0.014415905311910643,0.9974444444444445,0.6897431790586561,0.862
46,0.012600753693323996,0.9980555555555556,0.7267977409809828,0.85575
47,0.013349911767316775,0.9976944444444444,0.7826450590491295,0.8455
48,0.012871057614735846,0.9978055555555555,0.8111785360202193,0.851
49,0.012872853643933518,0.9976944444444444,0.750858905673027,0.85
50,0.010984314502889498,0.9981666666666666,0.7707905576229096,0.85775
51,0.011207586540167944,0.9980833333333333,0.7737977014780044,0.85275
52,0.009949954920086181,0.9983333333333333,0.8320424489974976,0.8455
53,0.01299506579934516,0.9975277777777778,0.9817969389632344,0.8325
54,0.01288477017916739,0.9974166666666666,0.7843136174939572,0.85525
55,0.008409020591578964,0.9986111111111111,0.8581020117998123,0.848
56,0.009027790254266518,0.9983611111111111,0.8387907445430756,0.8475
57,0.009094946079421788,0.9980833333333333,0.8400188145935535,0.8535
58,0.007163533846899453,0.9986944444444444,0.9107911428213119,0.8435
59,0.008275492907682848,0.9981111111111111,0.9190199518799782,0.85325
60,0.008450110805505473,0.9982222222222222,0.8905535680651665,0.84575
61,0.005863289459763716,0.99875,0.9090281694829464,0.8525
62,0.005751529039478757,0.99875,0.9641587850153446,0.847
63,0.006680614240053627,0.9985277777777778,0.9395153820514679,0.84175
64,0.007319306010341582,0.9980833333333333,0.8974274772703648,0.849
65,0.004841083654461222,0.9989166666666667,0.9553101195096969,0.8475
66,0.004461099475285866,0.9991944444444445,0.9849264916181565,0.84325
67,0.004841625008719146,0.9991111111111111,0.9543126018047333,0.8445
68,0.00507818643506875,0.9990277777777777,1.0455791425704957,0.83875
69,0.003895479740316255,0.9994166666666666,0.9552364280819893,0.845
70,0.0032897042770378498,0.9995555555555555,1.0164169082045555,0.844
71,0.0031274119665936776,0.9995555555555555,1.0293399737477302,0.844
72,0.0030027529790661194,0.9995833333333334,1.02672438788414,0.8415
73,0.006242820616759774,0.9986111111111111,0.9179183741286397,0.84075
74,0.0030702032066183163,0.9994166666666666,0.9907796863019467,0.84175
75,0.0024980555127258413,0.9996666666666667,1.043671435713768,0.8365
76,0.0024162002613625695,0.9996666666666667,1.0584791775196791,0.839
77,0.0023481199021690474,0.9996666666666667,1.0919679347872735,0.84225
78,0.00225801123687092,0.9996666666666667,1.1313364470005036,0.83725
79,0.007342153770357577,0.99825,0.9425678741633892,0.85075
80,0.002282049413133387,0.9996666666666667,1.0225578009784222,0.8485
